hierid,flexraw,Category
COL.21.R2796fe48858330ff,-1.8165984252769698,Bottom 10
COL.17.631,-1.8152389704204228,Bottom 10
ECU.11.103.485,-1.8013500335973696,Bottom 10
CAN.2.42.1079,-1.78921666773887,Bottom 10
CAN.2.33.883,-1.7765720443514408,Bottom 10
COL.29.Rc035363b497bab63,-1.7656257492444885,Bottom 10
CAN.2.22.R6f834804abaa746c,-1.76258512021522,Bottom 10
COL.14.543,-1.7602783057806286,Bottom 10
COL.10.R2aa1e93b695593d5,-1.75736624920602,Bottom 10
COL.29.999,-1.751893844512181,Bottom 10
RUS.65.1733.1850,0.8431868042506186,Top 10
GRL.1.1,0.8484306345398485,Top 10
RUS.65.1746.1863,0.853230194443945,Top 10
RUS.65.1730.1847,0.8567818327857312,Top 10
RUS.65.1723.1840,0.8573001183149744,Top 10
RUS.65.1753.1870,0.8576455709756555,Top 10
RUS.65.1738.1855,0.8581426864770494,Top 10
RUS.65.1750.1867,0.8597621609753887,Top 10
RUS.65.1756.1873,0.8609186311075377,Top 10
GRL.3.19,0.8612857138588372,Top 10
