hierid,flexraw,Category
SAU.13,-1.8392608669454802,Bottom 10
SAU.1,-1.7852311855683605,Bottom 10
SAU.2,-1.722890064100075,Bottom 10
CHL.12.45.258,-1.6775844345781288,Bottom 10
AUS.4.174,-1.6691902328688684,Bottom 10
ISR.5,-1.6672507922314386,Bottom 10
AUS.11.1376,-1.664303751185836,Bottom 10
USA.44.2597,-1.655813484572632,Bottom 10
ISR.2,-1.6323439007290863,Bottom 10
AUS.4.220,-1.6322016438560634,Bottom 10
ETH.3.15.68,0.33497000463452153,Top 10
MMR.4.13.70,0.337623080029689,Top 10
ETH.10.59.R28c8293b0aa0dcaf,0.34059050431672566,Top 10
ETH.8.38.Rabbc941d33500379,0.34632830443309015,Top 10
NPL.2.6.34,0.34957820916307397,Top 10
ETH.8.41.Rbe6b87e5e060cd3a,0.35786896807844804,Top 10
ETH.3.23.R63c14932f1110d07,0.36141382119329524,Top 10
ETH.8.36.R10b41422cd38bafc,0.37567810671408775,Top 10
ETH.8.38.R643231eaea6a94e7,0.39328685697363713,Top 10
KIR,0.8191900893073252,Top 10
