hierid,flexraw,Category
AUS.11.1376,-0.8181173175499739,Bottom 10
SAU.13,-0.8157963262062871,Bottom 10
SAU.1,-0.8045492056127993,Bottom 10
ISR.5,-0.7794219467106083,Bottom 10
ISR.2,-0.7782581838731522,Bottom 10
AUS.5.386,-0.766340814875468,Bottom 10
AUS.11.1276,-0.7604646713744183,Bottom 10
SAU.7,-0.7562217741956445,Bottom 10
AUS.6.579,-0.7501696802815857,Bottom 10
SAU.2,-0.7275456159831828,Bottom 10
ETH.8.38.R643231eaea6a94e7,0.2636173916407928,Top 10
NPL.1.1.8,0.28264965540731407,Top 10
NPL.1.2.10,0.2839885074415155,Top 10
PHL.12.186,0.2921123093467387,Top 10
ETH.8.41.Rbe6b87e5e060cd3a,0.30515918323219426,Top 10
NRU.R48a30b843dc4b8e2,0.3128859131692165,Top 10
PHL.48,0.3632351079812517,Top 10
PHL.41,0.3735843053282398,Top 10
PHL.Rfb548f506b985526,0.39516645264914013,Top 10
KIR,0.39763341454834994,Top 10
