hierid,flexraw,Category
TZA.8.36,-2.4814718283187416,Bottom 10
ETH.2.10.45,-2.3278183245713633,Bottom 10
ETH.2.12,-2.324374467745694,Bottom 10
ETH.2.10.R2ea9fc73b058b649,-2.307328909963964,Bottom 10
ETH.9.46.404,-2.289169630516642,Bottom 10
MWI.8,-2.284368381120046,Bottom 10
ETH.2.10.47,-2.2430241216620597,Bottom 10
ETH.8.35.271,-2.2223394576097344,Bottom 10
ETH.2.8.31,-2.2159857403857717,Bottom 10
COG.10,-2.171276158860102,Bottom 10
CHL.6.18.113,1.1381178251017448,Top 10
JPN.32.1325,1.1466715710296669,Top 10
CHL.4.10.51,1.169661810092161,Top 10
CHL.2.5.14,1.1761591251347703,Top 10
CHL.2.5.12,1.1784986075259751,Top 10
CHL.4.11.52,1.1823236454673287,Top 10
CHL.6.18.115,1.211051803908497,Top 10
CHL.4.12.58,1.2111202655842102,Top 10
CHL.4.10.50,1.2279593861498457,Top 10
CHL.6.18.114,1.2305861281430586,Top 10
