hierid,flexraw,Category
TZA.8.36,-1.150026526599965,Bottom 10
ETH.2.12,-1.0426282417486883,Bottom 10
MWI.8,-1.0411882677346982,Bottom 10
ETH.2.10.45,-1.0338683926396908,Bottom 10
ETH.2.10.R2ea9fc73b058b649,-1.0266199824472133,Bottom 10
COL.15.607,-1.0130161909984958,Bottom 10
ETH.9.46.404,-1.0080007961613904,Bottom 10
ETH.2.8.31,-1.0036556656988924,Bottom 10
ETH.2.10.47,-0.987670096479443,Bottom 10
MWI.17,-0.9855217255791694,Bottom 10
JPN.32.1324,0.5841162941402799,Top 10
JPN.32.1326,0.5925523656665516,Top 10
JPN.32.1322,0.5994895379615586,Top 10
JPN.32.1333,0.5995341780031546,Top 10
CHL.4.12.58,0.6114739606653617,Top 10
CHL.12.45.260,0.6460784345617775,Top 10
JPN.32.1325,0.6593458369027069,Top 10
CHL.2.5.12,0.7529348590819024,Top 10
CHL.4.11.52,0.7757228524163537,Top 10
CHL.4.10.50,0.802809446938059,Top 10
