hierid,flexraw,Category
TZA.8.36,-1.2547144268115633,Bottom 10
ETH.2.12,-1.1423549757810656,Bottom 10
ETH.2.10.45,-1.1327572406236814,Bottom 10
ETH.2.10.R2ea9fc73b058b649,-1.1248154708566909,Bottom 10
ETH.9.46.404,-1.1044154368530834,Bottom 10
MWI.8,-1.1032936743130313,Bottom 10
ETH.2.8.31,-1.099654697401093,Bottom 10
ETH.2.10.47,-1.0821401263278934,Bottom 10
ETH.8.35.271,-1.077735476009524,Bottom 10
COL.15.607,-1.0469053349391042,Bottom 10
CHL.2.7.19,0.5952543398204319,Top 10
JPN.32.1326,0.5966458255658841,Top 10
JPN.32.1322,0.6036309893253954,Top 10
JPN.32.1333,0.6036759222656465,Top 10
CHL.4.12.58,0.6359189954660175,Top 10
JPN.32.1325,0.6639007182930073,Top 10
CHL.12.45.260,0.6719069348602942,Top 10
CHL.2.5.12,0.7830351981011244,Top 10
CHL.4.11.52,0.8067341724640045,Top 10
CHL.4.10.50,0.8349035668255795,Top 10
