hierid,flexraw,Category
TZA.8.36,-2.3591250073047223,Bottom 10
ETH.2.10.45,-2.179739631634989,Bottom 10
ETH.2.12,-2.1765145053275856,Bottom 10
MWI.8,-2.1745221880027574,Bottom 10
ETH.2.10.R2ea9fc73b058b649,-2.160553706414533,Bottom 10
ETH.9.46.404,-2.1435491462815266,Bottom 10
AUS.6.449,-2.112056134576436,Bottom 10
ETH.2.10.47,-2.1003394246733835,Bottom 10
AUS.6.550,-2.0844955458158756,Bottom 10
ETH.8.35.271,-2.0809704853492796,Bottom 10
ESP.14.45.330,1.1259181533678757,Top 10
CHL.4.10.51,1.1379091556031222,Top 10
CHL.2.5.14,1.1442301092221872,Top 10
CHL.2.5.12,1.1465060939491136,Top 10
JPN.32.1325,1.1492203930312888,Top 10
CHL.4.11.52,1.1502273270442807,Top 10
CHL.6.18.115,1.1781754629337096,Top 10
CHL.4.12.58,1.178242064826498,Top 10
CHL.4.10.50,1.1946241259475852,Top 10
CHL.6.18.114,1.1971796021676788,Top 10
