hierid,flexraw,Category
TZA.8.36,-1.0933254639461005,Bottom 10
MWI.8,-0.99112166355899,Bottom 10
COL.15.607,-0.9791424306479272,Bottom 10
ETH.2.12,-0.9763037424994191,Bottom 10
ETH.2.10.45,-0.9681012841697866,Bottom 10
ETH.2.10.R2ea9fc73b058b649,-0.9613140105760609,Bottom 10
ETH.9.46.404,-0.9438790455975078,Bottom 10
ETH.2.8.31,-0.9398103210393948,Bottom 10
MWI.17,-0.9381319860079498,Bottom 10
ETH.2.10.47,-0.9248417893382245,Bottom 10
JPN.32.1324,0.5854146721008392,Top 10
JPN.32.1326,0.5938694912889891,Top 10
CHL.4.12.58,0.5948743179971983,Top 10
JPN.32.1322,0.6008221435581425,Top 10
JPN.32.1333,0.6008668578924596,Top 10
CHL.12.45.260,0.6285394228966882,Top 10
JPN.32.1325,0.6608114310782617,Top 10
CHL.2.5.12,0.7324950566520645,Top 10
CHL.4.11.52,0.7546644495208004,Top 10
CHL.4.10.50,0.781015679075408,Top 10
