hierid,flexraw,Category
TZA.8.36,-2.4602445713177494,Bottom 10
ETH.2.10.45,-2.2519159448125654,Bottom 10
ETH.2.12,-2.2485843499256206,Bottom 10
ETH.2.10.R2ea9fc73b058b649,-2.2320948728797365,Bottom 10
ETH.9.46.404,-2.21452742530637,Bottom 10
COL.15.607,-2.1954056999085423,Bottom 10
ETH.2.10.47,-2.1698868539622462,Bottom 10
MWI.8,-2.164880818082956,Bottom 10
ETH.8.35.271,-2.1498763875596563,Bottom 10
ETH.2.8.31,-2.143729818337924,Bottom 10
CHL.6.18.112,1.1780261481146872,Top 10
CHL.6.18.113,1.17909518799274,Top 10
CHL.4.10.51,1.2117748900821677,Top 10
CHL.2.5.14,1.218506169161336,Top 10
CHL.2.5.12,1.2209298135681177,Top 10
CHL.4.11.52,1.2248925621722824,Top 10
CHL.6.18.115,1.2546550151312146,Top 10
CHL.4.12.58,1.2547258625205517,Top 10
CHL.4.10.50,1.2721715075964564,Top 10
CHL.6.18.114,1.2748927708097895,Top 10
