hierid,flexraw,Category
TZA.8.36,-2.2609727585759583,Bottom 10
MWI.8,-2.0806324489498618,Bottom 10
ETH.2.10.45,-2.0742215132889164,Bottom 10
ETH.2.12,-2.0711529726313254,Bottom 10
ETH.2.10.R2ea9fc73b058b649,-2.055964469362587,Bottom 10
AUS.6.449,-2.0513877605401825,Bottom 10
COL.15.607,-2.0494274459271278,Bottom 10
ETH.9.46.404,-2.039783413083259,Bottom 10
AUS.6.550,-2.0246189236654293,Bottom 10
COG.10,-2.017964190716838,Bottom 10
CHL.6.18.113,1.1073221393097419,Top 10
JPN.32.1325,1.1360689670858104,Top 10
CHL.4.10.51,1.1380127451122943,Top 10
CHL.2.5.14,1.1443342072036407,Top 10
CHL.2.5.12,1.1466104066298655,Top 10
CHL.4.11.52,1.1503320075786116,Top 10
CHL.6.18.115,1.1782826508259714,Top 10
CHL.4.12.58,1.1783493021520448,Top 10
CHL.4.10.50,1.1947328651501374,Top 10
CHL.6.18.114,1.1972884295830526,Top 10
