hierid,flexraw,Category
PER.21.162.Rabb9c8c56d8820ee,-3.2729906861973177,Bottom 10
PER.21.162.1595,-3.241233482251865,Bottom 10
IND.23.355.1500,-3.100133455655594,Bottom 10
IND.23.350.1495,-3.0581873814334397,Bottom 10
IND.23.351.1496,-3.0340589394246305,Bottom 10
PER.21.172.1673,-3.026283413506808,Bottom 10
PNG.19.86,-2.971504667090684,Bottom 10
MMR.10.35.167,-2.9636893578494226,Bottom 10
MMR.10.35.166,-2.9359590026078135,Bottom 10
MMR.10.35.168,-2.92587390656604,Bottom 10
RUS.65.1746.1863,1.3704973184635596,Top 10
RUS.14.396.396,1.3785818679171933,Top 10
RUS.65.1741.1858,1.3862231896599277,Top 10
CHN.30.315.2171,1.4130520567143647,Top 10
RUS.65.1723.1840,1.4190896190838256,Top 10
RUS.65.1747.1864,1.4237013494873292,Top 10
RUS.65.1738.1855,1.4420950141204845,Top 10
RUS.14.397.397,1.451374180665208,Top 10
RUS.65.1742.1859,1.4839674076295535,Top 10
CHN.30.315.2172,1.5122967279903197,Top 10
