hierid,flexraw,Category
PER.21.162.Rabb9c8c56d8820ee,-3.294763389849281,Bottom 10
PER.21.162.1595,-3.262794996145881,Bottom 10
IND.23.355.1500,-3.1130079545095852,Bottom 10
IND.23.350.1495,-3.070887463629448,Bottom 10
IND.23.351.1496,-3.046659107903165,Bottom 10
PER.21.172.1673,-3.0464149913044807,Bottom 10
PNG.19.86,-3.0002739074172653,Bottom 10
MMR.10.35.167,-2.844438184522776,Bottom 10
IDN.23.303,-2.841532370316963,Bottom 10
PER.21.172.1677,-2.829020968688541,Bottom 10
RUS.65.1746.1863,1.3622019749335874,Top 10
RUS.14.396.396,1.3702375926064165,Top 10
RUS.65.1741.1858,1.3778328287968211,Top 10
CHN.30.315.2171,1.4061464334101235,Top 10
RUS.65.1723.1840,1.4105001813219087,Top 10
RUS.65.1747.1864,1.4150841348562608,Top 10
RUS.65.1738.1855,1.4333663371759833,Top 10
RUS.14.397.397,1.4425894246584305,Top 10
RUS.65.1742.1859,1.4749852814092501,Top 10
CHN.30.315.2172,1.5049059474118622,Top 10
