hierid,flexraw,Category
PER.21.162.Rabb9c8c56d8820ee,-3.218081464724254,Bottom 10
PER.21.162.1595,-3.1868568794931003,Bottom 10
IND.23.355.1500,-2.9962415626152796,Bottom 10
PER.21.172.1673,-2.975513007764796,Bottom 10
IND.23.350.1495,-2.9557006391779854,Bottom 10
IND.23.351.1496,-2.9323807165754543,Bottom 10
PNG.19.86,-2.891510826738795,Bottom 10
IDN.23.303,-2.77518871551595,Bottom 10
PER.21.172.1677,-2.763178125618509,Bottom 10
PER.8.79.770,-2.733160145130865,Bottom 10
RUS.65.1746.1863,1.3522298014789325,Top 10
RUS.14.396.396,1.3602064660280517,Top 10
RUS.65.1741.1858,1.3677460118123872,Top 10
CHN.30.315.2171,1.3870159724893416,Top 10
RUS.65.1723.1840,1.4001743310571773,Top 10
RUS.65.1747.1864,1.4047247307756856,Top 10
RUS.65.1738.1855,1.4228730995932222,Top 10
RUS.14.397.397,1.4320286064451575,Top 10
RUS.65.1742.1859,1.4641874982509238,Top 10
CHN.30.315.2172,1.484432005429792,Top 10
