hierid,flexraw,Category
MMR.10.35.167,-1.4176741754048523,Bottom 10
PNG.19.86,-1.3996020187352136,Bottom 10
PER.21.162.Rabb9c8c56d8820ee,-1.3902734056412953,Bottom 10
MMR.10.35.166,-1.3859542996552745,Bottom 10
PER.21.162.1595,-1.3673024583960236,Bottom 10
MMR.10.35.168,-1.34692318321992,Bottom 10
IND.23.350.1495,-1.3418858909008697,Bottom 10
MMR.10.35.169,-1.3322533514772623,Bottom 10
MMR.10.35.165,-1.330669685548766,Bottom 10
IND.23.355.1500,-1.3288592649378448,Bottom 10
RUS.65.1754.1871,0.815413028256481,Top 10
RUS.65.1723.1840,0.8350110373357301,Top 10
RUS.65.1746.1863,0.8420052637982405,Top 10
RUS.14.396.396,0.8513101320659051,Top 10
RUS.65.1741.1858,0.8542085774401411,Top 10
RUS.65.1738.1855,0.8577094624757774,Top 10
RUS.65.1747.1864,0.8807953944324147,Top 10
RUS.14.397.397,0.9003277840713453,Top 10
RUS.65.1742.1859,0.9357522928640704,Top 10
CHN.30.315.2172,0.9478504551322394,Top 10
