hierid,flexraw,Category
PER.21.162.Rabb9c8c56d8820ee,-3.097778387560975,Bottom 10
PER.21.162.1595,-3.0677207270938496,Bottom 10
IND.23.355.1500,-2.998846231646092,Bottom 10
PNG.19.86,-2.994624930314432,Bottom 10
MMR.10.35.167,-2.9636893578494226,Bottom 10
IND.23.350.1495,-2.9582698941799195,Bottom 10
MMR.10.35.166,-2.9359590026078135,Bottom 10
IND.23.351.1496,-2.9349300163207546,Bottom 10
MMR.10.35.168,-2.92587390656604,Bottom 10
MMR.10.35.169,-2.91644314833634,Bottom 10
RUS.65.1746.1863,1.328747191966255,Top 10
RUS.14.396.396,1.3365854697578492,Top 10
RUS.65.1741.1858,1.3439940548361382,Top 10
CHN.30.315.2171,1.3709159373352326,Top 10
RUS.65.1723.1840,1.3758591942376164,Top 10
RUS.65.1747.1864,1.3803305820004854,Top 10
RUS.65.1738.1855,1.398163665742793,Top 10
RUS.14.397.397,1.4071603081860133,Top 10
RUS.65.1742.1859,1.438760731792987,Top 10
CHN.30.315.2172,1.4672010456181777,Top 10
