hierid,flexraw,Category
PER.21.162.Rabb9c8c56d8820ee,-3.2018615714767296,Bottom 10
PER.21.162.1595,-3.170794758615358,Bottom 10
IND.23.355.1500,-3.137466480215639,Bottom 10
IND.23.350.1495,-3.095014857762064,Bottom 10
IND.23.351.1496,-3.0705964128900693,Bottom 10
PER.21.172.1673,-2.960516109233676,Bottom 10
PNG.19.86,-2.9503128943754864,Bottom 10
IDN.23.303,-2.884017446291252,Bottom 10
MMR.10.35.167,-2.844438184522776,Bottom 10
MMR.10.35.166,-2.81782342757115,Bottom 10
RUS.65.1746.1863,1.3641443169539638,Top 10
RUS.14.396.396,1.3721913919285484,Top 10
RUS.65.1741.1858,1.3797973187002075,Top 10
RUS.65.1723.1840,1.4125113850576068,Top 10
RUS.65.1747.1864,1.4171020084718415,Top 10
CHN.30.315.2171,1.4192555666185989,Top 10
RUS.65.1738.1855,1.4354100073362286,Top 10
RUS.14.397.397,1.4446463939634289,Top 10
RUS.65.1742.1859,1.4770884325478357,Top 10
CHN.30.315.2172,1.5189359399735423,Top 10
