hierid,flexraw,Category
SAU.3,-6.116146511180854,Bottom 10
SAU.4,-6.11014493011166,Bottom 10
SAU.13,-6.085483898833925,Bottom 10
LBY.7,-6.077115623375571,Bottom 10
SAU.8,-6.06150547999663,Bottom 10
SAU.5,-6.054758488699492,Bottom 10
LBY.23,-6.047258227994652,Bottom 10
LBY.22,-6.043766926942248,Bottom 10
LBY.6,-6.034078674186102,Bottom 10
IRN.25.220,-6.0320221232508615,Bottom 10
VNM.3.31,2.3612864195796877,Top 10
KHM.3.28.R46eddb9140d0d7a9,2.3636133799469423,Top 10
PNG.8.42,2.3664953955880788,Top 10
KHM.3.Rd90ec6249611dee1,2.3687763630980885,Top 10
PNG.4.16,2.3755576337886386,Top 10
KHM.R2c53040a82ef8ee8,2.3995420502100617,Top 10
KHM.6,2.4377762860214083,Top 10
IDN.23.297,2.448552241021433,Top 10
PNG.4.17,2.4831058768660816,Top 10
PNG.15.66,2.5133695365888586,Top 10
