hierid,flexraw,Category
SAU.3,-6.110582918978557,Bottom 10
SAU.4,-6.104588095383397,Bottom 10
SAU.13,-6.079948411380879,Bottom 10
LBY.7,-6.061578908266805,Bottom 10
SAU.8,-6.05599200060684,Bottom 10
SAU.5,-6.049251658671793,Bottom 10
LBY.23,-6.031798243597898,Bottom 10
LBY.22,-6.028315858585222,Bottom 10
USA.5.216,-6.020918081105044,Bottom 10
LBY.6,-6.018652625540225,Bottom 10
KHM.3.28.R46eddb9140d0d7a9,2.3559228095739218,Top 10
VNM.3.31,2.356033457849799,Top 10
PNG.8.42,2.358865637955457,Top 10
KHM.3.Rd90ec6249611dee1,2.3610689178444573,Top 10
PNG.4.16,2.3678991295119043,Top 10
KHM.R2c53040a82ef8ee8,2.3917345256864446,Top 10
KHM.6,2.4298443468157864,Top 10
IDN.23.297,2.4434985711261343,Top 10
PNG.4.17,2.475100650342811,Top 10
PNG.15.66,2.505266267304948,Top 10
