hierid,flexraw,Category
SAU.3,-6.1010368781918,Bottom 10
SAU.4,-6.09505066897931,Bottom 10
SAU.13,-6.070450322681185,Bottom 10
LBY.7,-6.0503029157913,Bottom 10
SAU.8,-6.046531405380032,Bottom 10
SAU.5,-6.039800808584015,Bottom 10
USA.5.216,-6.024570681002234,Bottom 10
LBY.23,-6.020576918715266,Bottom 10
LBY.22,-6.017101379524317,Bottom 10
IRN.25.220,-6.010742184479696,Bottom 10
KHM.3.28.R46eddb9140d0d7a9,2.3522101002781,Top 10
PNG.8.42,2.3539144044789904,Top 10
VNM.3.31,2.3543532352880123,Top 10
KHM.3.Rd90ec6249611dee1,2.3573482790968217,Top 10
PNG.4.16,2.3629286618809675,Top 10
KHM.R2c53040a82ef8ee8,2.3879655753650657,Top 10
KHM.6,2.426015186741102,Top 10
IDN.23.297,2.4422099581572767,Top 10
PNG.4.17,2.4699051555210465,Top 10
PNG.15.66,2.5000077545081885,Top 10
