hierid,flexraw,Category
DZA.1.16,-2.60822917773509,Bottom 10
DZA.41.1260,-2.603277871487076,Bottom 10
DZA.41.1258,-2.5963745043145177,Bottom 10
DZA.1.1,-2.5873972054903365,Bottom 10
DZA.41.1261,-2.580744599880799,Bottom 10
DZA.41.1255,-2.5785861553088707,Bottom 10
DZA.1.R0407246e18910365,-2.5665519158581844,Bottom 10
DZA.41.1256,-2.5592514331074456,Bottom 10
DZA.44.1336,-2.529907074803494,Bottom 10
DZA.7.209,-2.5200405381207633,Bottom 10
THA.76.905.R08b5b8748ae0f989,0.6564388574105384,Top 10
ECU.13.122.R9155a45907e85451,0.656547123426477,Top 10
ECU.13.R0d893b7b03759f34,0.6566605917712439,Top 10
ITA.19.103,0.6589605801576194,Top 10
CHN.31.322.2239,0.6663674472119215,Top 10
ITA.17.99,0.6666281079391847,Top 10
ECU.13.122.589,0.6795440940664614,Top 10
THA.66,0.7070034887791947,Top 10
THA.18,0.707621810887192,Top 10
AUT.7.88,0.7279753708487456,Top 10
