hierid,flexraw,Category
DZA.1.16,-2.6097113669681953,Bottom 10
DZA.41.1260,-2.604757038430018,Bottom 10
DZA.41.1258,-2.5978499409291262,Bottom 10
DZA.1.1,-2.588867410446816,Bottom 10
DZA.41.1261,-2.5822111313840557,Bottom 10
DZA.41.1255,-2.580051706852197,Bottom 10
DZA.1.R0407246e18910365,-2.5680103586447562,Bottom 10
DZA.41.1256,-2.560705585076212,Bottom 10
DZA.44.1336,-2.531344736978716,Bottom 10
DZA.7.209,-2.521472208301563,Bottom 10
THA.R0012a7f8f3a43a35,0.6568366564022153,Top 10
THA.76.905.R08b5b8748ae0f989,0.6593843507314635,Top 10
ECU.13.122.R9155a45907e85451,0.6594805956885115,Top 10
ECU.13.R0d893b7b03759f34,0.659594660705815,Top 10
ITA.17.99,0.6641689224817485,Top 10
CHN.31.322.2239,0.6647445940984835,Top 10
ECU.13.122.589,0.6825803992747886,Top 10
THA.66,0.7101758360584369,Top 10
THA.18,0.7107970685352973,Top 10
AUT.7.88,0.7266468110272944,Top 10
