hierid,flexraw,Category
DZA.1.16,-2.565340793618468,Bottom 10
DZA.41.1260,-2.560470876548303,Bottom 10
DZA.41.1258,-2.553680885901152,Bottom 10
DZA.1.1,-2.54485134223158,Bottom 10
DZA.41.1261,-2.538308038918357,Bottom 10
DZA.41.1255,-2.536185410006516,Bottom 10
DZA.1.R0407246e18910365,-2.5243487958120867,Bottom 10
DZA.41.1256,-2.5171683698912086,Bottom 10
DZA.44.1336,-2.4883067110479904,Bottom 10
DZA.7.209,-2.47860242894609,Bottom 10
ECU.13.R0d893b7b03759f34,0.6455878253989248,Top 10
THA.76.905.R08b5b8748ae0f989,0.6473915621460696,Top 10
CAN.2.36.R9f505f59d9d74173,0.6476483957006302,Top 10
CHN.31.322.2239,0.6598500863721893,Top 10
ITA.19.103,0.6656486251364563,Top 10
ECU.13.122.589,0.6680855079201076,Top 10
ITA.17.99,0.6733940583184271,Top 10
THA.66,0.6972591956662998,Top 10
THA.18,0.6978690739068621,Top 10
AUT.7.88,0.7189567204671257,Top 10
