hierid,flexraw,Category
DZA.1.16,-2.497311037062572,Bottom 10
DZA.41.1260,-2.4925702198890196,Bottom 10
DZA.41.1258,-2.4859602261588285,Bottom 10
DZA.1.1,-2.4773650444174833,Bottom 10
DZA.41.1261,-2.470995073814907,Bottom 10
DZA.41.1255,-2.4689286116489897,Bottom 10
DZA.1.R0407246e18910365,-2.457406271908446,Bottom 10
DZA.41.1256,-2.4504160171342897,Bottom 10
DZA.44.1336,-2.4223194426493997,Bottom 10
DZA.7.209,-2.4128723778839096,Bottom 10
THA.76.905.R08b5b8748ae0f989,0.6330932571176678,Top 10
CHE.R9aeb357984866f15,0.634122628331094,Top 10
CAN.2.36.R9f505f59d9d74173,0.6403892967129827,Top 10
ECU.13.122.589,0.6476503498413009,Top 10
CHN.31.322.2239,0.6522849476020187,Top 10
ITA.19.103,0.6532608855410291,Top 10
ITA.17.99,0.6608620172973614,Top 10
THA.66,0.6818596226040613,Top 10
THA.18,0.6824560609625345,Top 10
AUT.7.88,0.7160439587529588,Top 10
