hierid,flexraw,Category
DZA.1.16,-1.14100152369318,Bottom 10
DZA.41.1258,-1.133980134162918,Bottom 10
DZA.1.1,-1.1188410051572726,Bottom 10
DZA.41.1260,-1.1141329978094758,Bottom 10
DZA.41.1255,-1.1092295449482708,Bottom 10
DZA.41.1261,-1.108277191965505,Bottom 10
DZA.1.R0407246e18910365,-1.0943958382498888,Bottom 10
DZA.41.1256,-1.0913434299793148,Bottom 10
DZA.22.637,-1.0660092751640615,Bottom 10
DZA.41.1263,-1.058242972157198,Bottom 10
IND.20.273.1039,0.4193208445128645,Top 10
IND.20.271.1034,0.4195564302754113,Top 10
IND.20.261.1003,0.42377064208048854,Top 10
IND.12.126.403,0.42507273776527144,Top 10
IND.20.305.1155,0.42841543954888306,Top 10
IND.12.126.402,0.4303955667642897,Top 10
IND.20.267.1020,0.43045081088415205,Top 10
IND.20.271.1035,0.43164598613247207,Top 10
IND.20.305.1153,0.4323728764668844,Top 10
IND.20.305.1157,0.4460144249707625,Top 10
