hierid,flexraw,Category
DZA.1.16,-2.523713110117256,Bottom 10
DZA.41.1260,-2.5189223993399885,Bottom 10
DZA.41.1258,-2.5122424335369837,Bottom 10
DZA.1.1,-2.5035564118160827,Bottom 10
DZA.41.1261,-2.4971194838017468,Bottom 10
DZA.41.1255,-2.4950308297609705,Bottom 10
DZA.1.R0407246e18910365,-2.4833865916043654,Bottom 10
DZA.41.1256,-2.476322746946452,Bottom 10
DZA.44.1336,-2.44792937831577,Bottom 10
DZA.7.209,-2.4383821927900513,Bottom 10
THA.76.905.R08b5b8748ae0f989,0.6314386764164986,Top 10
CHE.R9aeb357984866f15,0.6343468690873071,Top 10
CAN.2.36.R9f505f59d9d74173,0.6489669157976385,Top 10
CHN.31.322.2239,0.6496004212764004,Top 10
ECU.13.122.589,0.6509894496012791,Top 10
ITA.19.103,0.6665499176557711,Top 10
ITA.17.99,0.6743058480532385,Top 10
THA.66,0.6800776236776196,Top 10
THA.18,0.6806724762592995,Top 10
AUT.7.88,0.7195607447119041,Top 10
