hierid,flexraw,Category
SDN.6.15.73.224,-1.0666915624732227,Bottom 10
SDN.6.15.73.226,-1.062821730358117,Bottom 10
DZA.41.1258,-1.033615243143074,Bottom 10
DZA.1.16,-1.0233543595668997,Bottom 10
DZA.1.5,-1.021689843123699,Bottom 10
DZA.41.1261,-1.005494115235765,Bottom 10
DZA.1.1,-0.9980929191994707,Bottom 10
DZA.41.1260,-0.988251863952445,Bottom 10
DZA.41.1256,-0.9871261503901363,Bottom 10
DZA.1.R0407246e18910365,-0.9804432000295068,Bottom 10
CAN.2.34.921,0.517533132823452,Top 10
CHN.30.316.2176,0.5309932564440031,Top 10
CAN.2.36.R9f505f59d9d74173,0.5417997490416758,Top 10
CAN.11.210,0.5457849094732827,Top 10
ITA.10.55,0.5515287879493621,Top 10
ITA.17.99,0.6095974948738473,Top 10
AUT.7.R72516bf037df9b20,0.6450112603224537,Top 10
AUT.7.88,0.6497881992649307,Top 10
ITA.19.103,0.6563454197390854,Top 10
CHE.R9aeb357984866f15,0.7155076034428718,Top 10
