hierid,flexraw,Category
DZA.41.1258,-2.241708762963916,Bottom 10
DZA.1.16,-2.2291835914306013,Bottom 10
DZA.1.5,-2.225511294424173,Bottom 10
DZA.41.1261,-2.199878995885574,Bottom 10
DZA.1.1,-2.185658913222375,Bottom 10
DZA.41.1260,-2.1802349583385174,Bottom 10
DZA.41.1256,-2.1685216292962837,Bottom 10
DZA.1.R0407246e18910365,-2.164927035295273,Bottom 10
DZA.41.1255,-2.1445136174919255,Bottom 10
DZA.22.637,-2.1072714263368457,Bottom 10
ECU.18.168.812,1.056430261112786,Top 10
NOR.3.R108700adad7b885f,1.0571742773287605,Top 10
ECU.18.171.Rab06cccfd9035a85,1.0623677022048146,Top 10
CAN.11.210,1.0699267240454904,Top 10
CAN.2.36.R9f505f59d9d74173,1.079745936928059,Top 10
AUT.7.88,1.1676741414601317,Top 10
ITA.19.103,1.175629711051739,Top 10
AUT.7.R72516bf037df9b20,1.184253228341378,Top 10
ITA.17.99,1.1984659917036355,Top 10
CHE.R9aeb357984866f15,1.2747505695987387,Top 10
