hierid,flexraw,Category
SDN.6.15.73.224,-2.2288312420193956,Bottom 10
SDN.6.15.73.226,-2.2252532354469583,Bottom 10
DZA.41.1258,-2.1769035057712496,Bottom 10
DZA.1.16,-2.164740264488534,Bottom 10
DZA.1.5,-2.161174327892414,Bottom 10
DZA.41.1261,-2.1362831975583614,Bottom 10
DZA.1.1,-2.122473973070267,Bottom 10
DZA.41.1260,-2.1172067465485616,Bottom 10
DZA.41.1256,-2.105832242906417,Bottom 10
DZA.1.R0407246e18910365,-2.1023413965205213,Bottom 10
ITA.10.55,1.027919235505876,Top 10
ECU.18.171.Rab06cccfd9035a85,1.0308789073674596,Top 10
CAN.11.210,1.0612805256223956,Top 10
NOR.3.R108700adad7b885f,1.0617210376948654,Top 10
CAN.2.36.R9f505f59d9d74173,1.0710200740259617,Top 10
AUT.7.88,1.1422019788350455,Top 10
AUT.7.R72516bf037df9b20,1.1584192604779828,Top 10
ITA.19.103,1.1968230477648891,Top 10
ITA.17.99,1.220070925492156,Top 10
CHE.R9aeb357984866f15,1.2487893565058445,Top 10
