hierid,flexraw,Category
DZA.41.1258,-1.0325770041790767,Bottom 10
DZA.1.16,-1.0223265294989152,Bottom 10
DZA.1.5,-1.0206635603340914,Bottom 10
DZA.41.1261,-1.0044840319955974,Bottom 10
DZA.1.1,-0.9970902612613456,Bottom 10
DZA.41.1260,-0.9872591714668221,Bottom 10
DZA.41.1256,-0.9861344706105,Bottom 10
DZA.1.R0407246e18910365,-0.9794584268111245,Bottom 10
DZA.41.1255,-0.9708253419911296,Bottom 10
DZA.22.637,-0.9496177727441352,Bottom 10
CAN.2.34.921,0.522552534802218,Top 10
CHN.30.316.2176,0.5332889225679435,Top 10
CAN.2.36.R9f505f59d9d74173,0.5470545252857899,Top 10
CAN.11.210,0.5510783337361348,Top 10
ITA.10.55,0.5551469952304497,Top 10
ITA.17.99,0.6135966509324156,Top 10
AUT.7.R72516bf037df9b20,0.6470992900750256,Top 10
AUT.7.88,0.6518916818679059,Top 10
ITA.19.103,0.6606512505372816,Top 10
CHE.R9aeb357984866f15,0.7187682149851647,Top 10
