hierid,flexraw,Category
SDN.6.15.73.224,-2.1259600196104116,Bottom 10
DZA.41.1258,-2.123548727324976,Bottom 10
SDN.6.15.73.226,-2.1225470825240307,Bottom 10
DZA.1.16,-2.111683521477802,Bottom 10
DZA.1.5,-2.1082050900872447,Bottom 10
DZA.41.1261,-2.0839239004471675,Bottom 10
DZA.1.1,-2.0704534576173326,Bottom 10
DZA.41.1260,-2.065315232618728,Bottom 10
DZA.41.1256,-2.054219473536792,Bottom 10
DZA.1.R0407246e18910365,-2.050814186413702,Bottom 10
ECU.18.168.812,1.0044782334809312,Top 10
ECU.18.171.Rab06cccfd9035a85,1.0101236046511077,Top 10
NOR.3.R108700adad7b885f,1.0289364276704345,Top 10
CAN.11.210,1.0625901550432053,Top 10
CAN.2.36.R9f505f59d9d74173,1.0723417735423206,Top 10
AUT.7.88,1.140419672734363,Top 10
ITA.19.103,1.1414682071507316,Top 10
AUT.7.R72516bf037df9b20,1.1566118418420195,Top 10
ITA.17.99,1.163641124231231,Top 10
CHE.R9aeb357984866f15,1.2429636882829358,Top 10
