hierid,flexraw,Category
DZA.41.1258,-0.974118215254281,Bottom 10
DZA.1.16,-0.964448004617709,Bottom 10
DZA.1.5,-0.9628792477903277,Bottom 10
SDN.6.15.73.224,-0.9574376786577506,Bottom 10
SDN.6.15.73.226,-0.9539643676744377,Bottom 10
DZA.41.1261,-0.9476157478917758,Bottom 10
DZA.1.1,-0.9406405364414541,Bottom 10
DZA.41.1260,-0.9313659083325077,Bottom 10
DZA.41.1256,-0.9303049527916707,Bottom 10
DZA.1.R0407246e18910365,-0.9240068014694888,Bottom 10
USA.2.79,0.519812119010802,Top 10
CAN.2.34.921,0.5201981274124661,Top 10
CAN.2.36.R9f505f59d9d74173,0.5445896595359051,Top 10
CAN.11.210,0.5485953991980365,Top 10
ITA.10.55,0.5665093353065175,Top 10
ITA.17.99,0.6261552944080945,Top 10
AUT.7.R72516bf037df9b20,0.6339243355121669,Top 10
AUT.7.88,0.6386192207503134,Top 10
ITA.19.103,0.6741728551740095,Top 10
CHE.R9aeb357984866f15,0.7078609312856757,Top 10
