hierid,flexraw,Category
DZA.41.1258,-2.0758090759514762,Bottom 10
DZA.1.16,-2.0642107702631307,Bottom 10
DZA.1.5,-2.0608103975546808,Bottom 10
DZA.41.1261,-2.0370750611274304,Bottom 10
DZA.1.1,-2.0239072214007363,Bottom 10
DZA.41.1260,-2.0188844538254602,Bottom 10
SDN.6.15.73.224,-2.0181248982390305,Bottom 10
SDN.6.15.73.226,-2.0148855445040734,Bottom 10
DZA.41.1256,-2.008038364059875,Bottom 10
DZA.1.R0407246e18910365,-2.0047094694425662,Bottom 10
ITA.10.55,0.9943160974696373,Top 10
NOR.3.R40b8f6176c002171,0.9961723494516255,Top 10
CAN.11.210,1.0403252419326745,Top 10
NOR.3.R108700adad7b885f,1.0435960163380036,Top 10
CAN.2.36.R9f505f59d9d74173,1.049872514251146,Top 10
AUT.7.88,1.1340275371933837,Top 10
AUT.7.R72516bf037df9b20,1.150128839911964,Top 10
ITA.19.103,1.1576982952319068,Top 10
ITA.17.99,1.1801862246505677,Top 10
CHE.R9aeb357984866f15,1.2546212965516503,Top 10
