hierid,flexraw,Category
DZA.41.1258,-0.9561602079209139,Bottom 10
DZA.1.16,-0.9466682964246494,Bottom 10
DZA.1.5,-0.9451284667984151,Bottom 10
SDN.6.15.73.224,-0.9304203703972193,Bottom 10
DZA.41.1261,-0.9301463283689592,Bottom 10
SDN.6.15.73.226,-0.9270450839151133,Bottom 10
DZA.1.1,-0.9232996822820657,Bottom 10
DZA.41.1260,-0.9141960528373015,Bottom 10
DZA.41.1256,-0.9131547605316537,Bottom 10
DZA.1.R0407246e18910365,-0.906972637480032,Bottom 10
CHN.30.316.2176,0.5135113087795842,Top 10
USA.2.79,0.5166527089500821,Top 10
CAN.2.36.R9f505f59d9d74173,0.5319191212039043,Top 10
CAN.11.210,0.5358317424769029,Top 10
ITA.10.55,0.5466796022445085,Top 10
ITA.17.99,0.6042376837850516,Top 10
AUT.7.R72516bf037df9b20,0.6284530520927613,Top 10
AUT.7.88,0.633107381808673,Top 10
ITA.19.103,0.6505745978515662,Top 10
CHE.R9aeb357984866f15,0.7074183226987397,Top 10
